WORD,AFFIX,NOUN_CLASS,DESCRIPTION,POS,PAGE-COLUMN,FULL_ENTRY
kudádaniza,-je,,"faire effort, s'efforcer de. Essayer ses forces.",v.,P64-C1,"kudádaniza, -je, (xà rapprocher de -dádamavec la nuance que -dádam- parvient à ses fins, réussit dans son expérience grâce à sa lancée, tandis gue -dádaniz- signifie qu'on tente Fexpérience », faire effort, s'efforcer de. Essayer ses forces. Syn, kwîfhamvya. || Soupeser. S'apprêter à soulever un fardeau."
kuddádarara,-ye,,Refuser catégoriquement.,v.,P64-C1,"kuddádarara, -ye, (cfr -dád-), şe raidir (bras), se gonfler (biceps). || Refuser catégoriquement. Ur'âho nyéne dàta aradáddaraye!, il n'est pas commode !"
umudádararo,imi-,3j4,raidissement.,n.,P64-C1,"umudádararo, imi-, 3j4, (cfr -dádarar-), raidissement. Désobéissance, Syn. ubuhâmbazi, ubugâmbarazi,"
kudádarika,-tse,,raidir.,n.,P64-C1,"kudádarika, -tse, (cfr -dăâd-), raidir. Syn. kunambīra."
kudâdārika,-tse,,avancer dun pas.,v.,P64-C1,"kudâdārika, -tse, avancer dun pas. Yaāadâdaritse bata mu minwe, à peine eut-il fait un pas gwon se saisit de lui. Udādārika ùjaa hé? (pop.), où ?"
kudáddaza,-je,,serre les liens à fond.,v.,P64-C1,"kudáddaza, -je, (cfr -dád-) raidir. Syn. kunambira. || Ligoter, serrer, Boha udadáze, serre les liens à fond."
ikidâádi,ibi-,718,non-sens; incompréhension.,n.,P64-C1,"ikidâádi, ibi-, 718, (cfr -dádik-) non-sens; incompréhension."
urudádi,indaadi,11j10,syllabe.,n.,P64-C1,"urudádi, indaadi, 11j10, (cfr -dád-), (néol.), syllabe."
kuddádika,-tse,,répondre â côté.,v.,P64-C1,"kuddádika, -tse, répondre â côté, Embrouiller ses paroles. Syn. kudâba."
kudádikanya,-nnije,,embrouiller les affaires par son verbiage.,v.,P64-C1,"kudádikanya, -nnije, (cfr -dádik-), embrouiller les affaires par son verbiage."
kudádira,-ye,,garrotter.,v.,P64-C1,"kudádira, -ye, (cfr -dád-), garrotter. || Kudádira urūgi, fermer hermétigquementi la porte. Basanga bárudadiye, ils arriveront après la fermeture,"
umudāga,imi,3l4,"motte de terre glaise, pétrie et prête à être employée.",n.,P64-C1,"umudāga, imi, 3l4, motte de terre glaise, pétrie et prête à être employée (par les potiers, les briqguetiers)."
idāga,ama-,5j6,"enjambée, mesure d'environ un pas prise pour semer le maïs.",n.,P64-C1,"idāga, ama-, 5j6, (cfr -dāg-), enjambée, mesure d'environ un pas prise pour semer le maïs. Syn. irēba."
kudāgaa,-ze,,"Planter ou semer en laissant de grands intervalles, Jeter un mauvais sort, ensorceler.",v.,P64-C1,"kudāgaa, -ze, s'amuser, badiner, dire des sornettes. || Planter ou semer en laissant de grands intervalles, || Jeter un mauvais sort, ensorceler. Syr. kuroga."
kudáâga,-ze,,"lier fortement, garrotter.",v.,P64-C1,"kudáâga, -ze, lier fortement, garrotter."
kudâga,-dâze,,"marcher lentement, se dandiner.",v.,P64-C1,"kudâga, -dâze, marcher lentement, se dandiner,"
kudâgadāga,-ze,,"apprendre à marcher. être tranquille, marcher d'un pas lent et majestueux.",v.,P64-C1,"kudâgadāga, -ze, (cfr -dâg-), apprendre à marcher. Syn. kuyébayeba. || Kudâgadāga nk’'ŭri mu cîwé, être tranquille, marcher d'un pas lent et majestueux."
Damá,,,nom d'une petite rivière du Bututsi,n.,P65-C1,"Damá, İla, nom d'une petite rivière du Bututsi. Par ext. Damá, eau non potable. || Poison. Syn. ibihâno. Gubhâbwa damá, avaler du poison; mourir."
kudâmba,-vye,,"blaguer, raconter des sornettes",v.,P65-C1,"kudâmba, -vye, blaguer, raconter des sornettes. Ubava udâmba, finaltement, iu nous raconteras des histoires à dormir debout."
kudâmbāna,-nye,,se troubler (idées),v.,P65-C1,"kudâmbāna, -nye, (cfr -dâmb-), se troubler (idées). Syn. kujújikirana."
ikidămbāne,ibi-,7,"confusion d'idées, incohérence",n.,P65-C1,"ikidămbāne, ibi-, 7|, (cfr -dâmbān-), confusion d'idées, incohérence. || Chicaneur, guerelleur. Syn. umuhbâririzi."
kudambānya,-nije,,"Aimer la polémique, la chicane, la controverse; m'être jamais de lavis des autres.",v.,P65-C1,"kudambānya, -nije, (cfr -dââmbān-), embrouiller les paroles, les idées etec. || Aimer la polémique, la chicane, la controverse; m'être jamais de lavis des autres."
ubudambānyi,,14,"incohérence de langage. Coq-à-l'ââne, galimatias, chaos, imbroglio. Dissension.",n.,P65-C1,"ubudambānyi, 14, (cfr -dambāny-), incohérence de langage. Coq-à-l'ââne, galimatias, chaos, imbroglio. Dissension."
umudambanyo,imi-,34,"état d'esprit gui pousse à discuter, à chicaner.",n.,P65-C1,"umudambanyo, imi- 34, (cfr -dambany-), état d'esprit gui pousse à discuter, à chicaner. Syn."
ikidâmbidâmbi,1bi-,718,"individu querelleur, chicanier, brandon de discorde. THogique, déraisonnable; qui nwa pas le sens commun. Objet saugrenu, extravagant.",n.,P65-C1,"ikidâmbidâmbi, 1bi-, 718, (cfr -dâmb-), individu querelleur, chicanier, brandon de discorde. Syn. umudâmbikanyi. || THogique, déraisonnable; qui nwa pas le sens commun. || Objet saugrenu, extravagant. Syn. igibiragóōnyo."
indambika,-rambika,,rambika,v.,P65-C1,"indambika, v. -rambika."
kudâmbīkanya,-nije,,chicaner,n.,P65-C1,"kudâmbīkanya, -nije, (cfr -dâmb-), chicaner, controverser; manguer de logique."
umudâmbīkanyi,aba-,1|2,chicanier,adj.,P65-C1,"umudâmbīkanyi, aba-, 1|2, (cfr -dâmbīkany-), chicanier, qui aime la chicane, procédurier, Syn. ikidâmbidâmhbi."
umudâmbikanyo,imi-,3l4,verbiage,n.,P65-C1,"umudâmbikanyo, imi-, 3l4, (cfr -dâmbīkany-), verbiage, paroles décousues, artificieuses. Syn. umudambānyo.: Logomachie."
umudăndaza,aba-,1|2,"marchand, commerçant, trafiquant",n.,P65-C2,"umudăndaza, aba-, 1|2, (cfr -dândaz-), marchand, commerçant, trafiquant. Sya. umucurûza, umuhânjuzi."
icûriro,ama-,,"parc, endroit où Fon rassemble le bétail",n.,P62-C1,"icûriro, ama-, (cfr -câûr-), parc, endroit où Fon rassemble le bétail dans Icûriro ry'Înyána, le parc aux veaux. Icûriro rytnká, le parc destiné aux vaches."
igicûriro,ibi-,,parc à bestiaux,n.,P62-C1,"igicûriro, ibi-, (cfr -cûrir-), parc à bestiaux, endroit où on parque le bétail au retour du pacage. ."
gucúrīsha,-shije,,faire forger,v.,P62-C1,"gucúrīsha, -shije, (cfr -cúr-), faire forger, forger au moyen de, Nibhó yakûye ubwênge bwugucúrīsha ivyûma vy'ûbwôko bwōse, ngo azé kwîca igikôkó kibí căba mu Burŭandi kimezé nk'umwami, c'est là quw'il apprit lart de forger des armes de tous genres afin de tuer une bête féroce et malfaisante qui habitait le Burundi et en était comme le roi"
igicúro,ibi,78,"picottement, démangeaison, prurit",n.,P62-C1,"igicúro, ibi, 78, (cfr -cúr-), picottement, démangeaison, prurit, fourmillement. || Pressentimeni. || Présomption. Nta n'igicúro, il ny a pas de présomption qwelle soit enceinte. Ntā n’igicúro kirāríye, nous sommes dans la disette. Igicúro mu kiganza ngo kimenyēsha kó uzôkwâkiīira, on prétend que des démangeaisons dans la paume annoncent un cadeau. igicúro có ku jisho ngo. kimenyësha kw úhavá usóma inzòga, des frémissements à la paupière seraient le présage gwon recevra de la bière au cCOuUrsS de la journée. Igicúro có mu bwôro bw'ikirenge ngo kimenyēësha incúti izôzá kukurāba, le prurit à la plante du pied est, selon la croyance popilaire, le présage dď'une visite amicale. Syn. umugendo. Prov. 86l."
indăndazwa,,9|10,"marchandise, objet à revendre",n.,P65-C2,"indăndazwa, 9)10, (cfr -dândaz-), marchandise, objet à revendre."
ubudandi,,14,"bière trafiqguée, mauvaise bière coupée d'eau",n.,P65-C2,"ubudandi, 14, bière trafiqguée, mauvaise bière coupée d'eau. f| Moucherons, Syn. ubutûku."
kudândikanya,-nije,14,être artificieux dans ses paroles; noyer la vérité dans un flot de paroles,v.,P65-C2,"kudândikanya, -nije, (cfr -dandi 14), être artificieux dans ses paroles; noyer la vérité dans un flot de paroles, Syn. kudândikiranya."
kudândikiranya,-nije,,inventer la vérité,v.,P65-C2,"kudândikiranya, -nije, (cfr -dândikany-), inventer, entortiller la vérité. Syn. kudêndekeranya, kurementanya."
kudândūxya,-ye,,faire du cominerce,v.,P65-C2,"kudândūxya, -ye, (cfr -dăndi 14), revendre, faire du cominerce."
umudânduzi,aba-,1|2,revendeur,n.,P65-C2,"umudânduzi, aba-, 1|2, (cfr -dâadūr-), revendeur."
umudanga,imi-,34,petit bracelet en laiton,n.,P65-C2,"umudanga, imi-, 34, petit bracelet en laiton. Umudanga w'umuhotora, bracelet torsadé. M.R.A.C. 41.955, 41.957, 41.963,"
indangsa,-ranga,,ranga,v.,P65-C2,"indangsa, v. -ranga."
ubucúrūzi,-cúrūr-,4,commerce,n.,P62-C1,"ubucúrūzi, 4, (cfr -cúrūr-), commerce. Syn. ubudâândaji."
igicúrūzo,ibi-,7,prix de vente,n.,P62-C1,"igicúrūzo, ibi-, 7|, (cfr -cúrūz-), prix de vente. Syn. igiciro, ikigúzi."
gucúrwa,-cúwe,,être forgé,v.,P62-C1,"gucúrwa, -cúwe, (cfr -cúr-), être forgé. | Eprouver des démangeaisons; avoir un pressentiment. Gucúrwa mu kirenge, avoir le pied qui démange: c'est le présage d'une visite. || Etre ému, chaviré, effrayé. Prov. 1456, 1545."
incùti,-cúdik-,910,parent,n.,P62-C1,"incùti, 910, (cfr -cúdik-), parent, || Ami. Incùti yUmugámba, parasite, un pique-assiette. Incùti atar'îyó mu Mugămba, un ami sincère, désirtéressé. Hānyuma hakaba abagenzi n'incūti, ensuite il y a aussi les parents et amis, Incùti ibushítse, un ami fidèle. Mwăna w'Ïncùti, kūra satûntutwanje l, mon cher ami, ne sois donc. pas égoiste! Prov. 331, 368, 446, 450, 578, 714, 101062 1012, 1346, 1369, 2441, 2462, 2666, 2960, 3057-3058, 3355, 3410, 3820, 3833, 3999."
kudângagiza,-je,,frottiner (bambin),v.,P65-C2,"kudângagiza, -je, frottiner (bambin). S'ESSAYETF â marcher."
indangamizi,-rangamizi,,rangamizi,v.,P65-C2,"indangamizi, V. -rangamizi."
indăngara,-răngara,,răngara,v.,P65-C2,"indăngara, V. -răngara."
indangurakintu,-ntu,,indangurakintu,v.,P65-C2,"indangurakintu, v. -ntu."
indangūro,-rangūro,,indangūro,v.,P65-C2,"indangūro, v. -rangūro."
indanzi,-ranzi,,indanzi,v.,P65-C2,"indanzi, v. -ranzi."
Abadára,,2,ancien nom des -Hânda,q.v.,P65-C2,"Abadára, 2, ancien nom des -Hânda (q.v.). Bonne famille tutsi. Bonne famille hima. Bonne famille twa."
ubudarāza,,14,instrument du devin,n.,P66-C1,"ubudarāza, 14, instrument du devin. Var. ubudarāra q.v. M.RAC. 41.858."
indâré,-râré,,,v.,P66-C1,"indâré, v. -râré."
dari,,,d'une façon décourageante,n.,P66-C1,"dari, (inv.), (cfr -dár-), idéophone, solidement, longuement, d'une façon décourageante. Yagiye hó dari abura uwza, i a attendu longtemps mais personne n’est arrivé. Kubá kurí dari dari, être malheureux, Etre puni,"
idári,,5,solide,adj.,P66-C1,"idári, 5, (cfr -dár-), solide. Uryâ muntu n’'idàâri, il est bâti à chaux et à sable."
idări,ama-,5|6,plafond,n.,P66-C1,"idări, ama-, 5|6, plafond."
umudáridári,imi-,,d'un coup,n.,P66-C1,"umudáridári, imi-, (cfr -dár-), d'un coup. Kugwa umudáridári, plonger tête première, tomber d'une pièce (« objet ou personne solide, par opposition à chose molle, qui ne rebondit pas »),"
akadáridári,utu-,12|13,"individu maigre, sec",n.,P66-C1,"akadáridári, utu-, 12|13, (cfr -dárir-), tjs en C ou  C, (individu) maigre, sec."
kudárira,-ye,,"être solide, dur; se dilater (veine), gonfler",v.,P66-C1,"kudárira, -ye, (cfr applic., être solide, dur; se dilater (veine), gonfler, Kudárira umutsi, se fâcher, froncer les sourcils."
kuddârīra,-riye,,"plaisanter, amuser",v.,P66-C1,"kuddârīra, -riye, plaisanter, amuser. Kudârīra ku muntu, faire perdre du temps à gagn. Kudâârīra ku gikòrwa, faire le paresseux, travailler ayec une extrême lenteur, lambiner."
kudárirīshba,-shije,,envoyer qqr pour réconforter,v.,P66-C1,"kudárirīshba, -shije, (cfr -dárir-), envoyer qqr pour réconforter."
indâriro,-rââriro,,,v.,P66-C1,"indâriro, v. -rââriro."
kudárīska,-shije,,"rendre fort, solide, dur",v.,P66-C1,"kudárīska, -shije, (cfr -dár-), rendre fort, solide, dur."
kudáriza,-je,,serrer les liens avec force.,v.,P66-C1,"kudáriza, -je, (cfr -dár-) kier fermement, serrer les liens avec force."
dă,,,dāwé,v.,P63-C1,"dă, v. dāwé."
umuda,imi-,3|4,"gros ventre, panse",n.,P63-C1,"umuda, imi- 3|4, (pop.), (cfr -da 9), gros ventre, panse. Loc. cfr -êgemba."
inda,,H10,"ventre, abdomen",n.,P63-C1,"inda, H10, ventre, abdomen. Ubukûnzi bw'inda, gourmandise. || Vagin du bétail. nda y'amèganga. Bashira umûúti mu-nda yamaganga, on met du remède dans le vagin, || Grossesse, Gutwâra inda, être enceinte. Kubâ ku-nda, être en travail, cprouver les douleurs de lVaccouchement. || Par ext, caractère. Inda mbí, rancunier, Kugira inda nzīzá, avoir bon caractère. Gutêra inda mbi, corrompre qan, retourner gan, changer ses sentinents favorables, en faire un ennemi. Kugira inda igumyé, constipé; (fig.) avoir un caractère fermé, réservé. Kugira yōróshe, ĉire franc, ouvert. Kubá inda nsa, ëtre simple, franc. Inda nyango, caractère franc, expansif. Inda ngàári, gourmand. Kugira inda ndende, étre gourmand. Fig. N'inda n'indēsho, je suis trop petit, je nose pas. Inda ntindi, gui perd tous ses enfants en bas âge. Kuja mu-nda, firer les vers du nez. Loc. cfr -bîka, -têra. Prov. 175, 239, 240, 320, 397, 524, 727, 805, 887, 1043, 1015-1042, 1044, 1050, 1054, 1067, 1138, 1153, 1257, 1278, 1343, 1391, 1549, 156lf, 1612, 1625, 1652, 1653, 1654, 1756, 1802, 1816, 1880, 1952, 1994, 2071, 2073, 2136, 2191, 2193, 2230, 2375, 2440, 2442, 2478, 2642, 2720, 2941, 3031, 3215, 3248, 3271, 3307, 3309, 3373, 3393, 3731, 3767, 3951."
akómunda,,1218,diarrhée,n.,P63-C1,"akómunda, 1218, (cfr -da 9), diarrhée. Syn. icîbwamwo. Uryá mwâna arwaye akómunda, cet enfant a la diarrhée."
indaro,V.,,raro.,V.,P66-C1,"indaro, V. -raro."
indâro,v.,,râro.,v.,P66-C1,"indâro, v. -râro."
indărukazi,,9|10,chienne.,n.,P66-C1,"indărukazi, 9)10, chienne. Syn. imparáka. Var. indurakkxaz."
indásāgo,-rásāgo,,,v.,P66-C1,"indásāgo, v. -rásāgo."
indáso,-râso,,,v.,P66-C1,"indáso, vV. -râso."
ikidáshiká,-shiká,,,v.,P66-C1,"ikidáshiká, v. -shiká"
umudáshingûka,-shingûka,,,v.,P66-C1,"umudáshingûka, v. -shingûka."
ubudásībá,-sībá,,sībá,v.,P66-C1,"ubudásībá, v. -sībá."
umudásigána,-sigána,,sigána,v.,P66-C1,"umudásigána, v. -sigána."
umuddásigánwa,-sigánwā,,sigánwā,v.,P66-C1,"umuddásigánwa, v. -sigánwā."
akadásohóka,sohóka,,sohóka,v.,P66-C1,"akadásohóka, v. sohóka."
umudávanyango,imi,,inappétance,n.,P66-C2,"umudávanyango, imi, (cfr -dávanyang-), inappétance."
kudávira,-riye,,manger une nourriture fade,v.,P66-C2,"kudávira, -riye, (dáv--), manger une nourriture fade. Syn., kudávanganya."
indāavyi,-rāvyi,,,v.,P66-C2,"indāavyi, v. -rāvyi."
ikidávyi,ibi,7|8,"raseur, bavard ennuyeux",n.,P66-C2,"ikidávyi, ibi, 7|8, (-dáv--), raseur, bavard ennuyeux. Syn. igisésemangwé."
mdávyo,V.,,,v.,P66-C2,"mdávyo, V. rávyo, ,"
dāwé,,1a,"mon père. Dāwé wa twëse, le Pater, te Notre-Père.",n.,P66-C2,"dāwé, 1a, mon père. Cfr dātá la. Dāwé wa twëse, le Pater, te Notre-Père. Dāwé wò mw-ijuru, Dien le Père. Abrégé en dă: ēcgó dá, otit, papa."
kudāya,-ye,,"louer avec excès. Etre tranquille, mener une vie heureuse ou oisive, s'acagnarder.",v.,P66-C2,"kudāya, -ye, (péj.), vanter, louer avec excès. || Etre tranquille, mener une vie heureuse ou oisive, s'acagnarder."
kwîdāya,-îdāye,,"se vanier, se mettre en évidence, se faire valoir.",v.,P66-C2,"kwîdāya, -îdāye, (cfr -dāy-) se vanier, se mettre en évidence, se faire valoir. Syn. kwibonekeza."
ndàya,-laya,,laya,v.,P66-C2,"ndàya, v. -laya."
iadăya,,9|10,"dandy, désæuvré, qui craint de se salir en travaillant",n.,P66-C2,"iadăya, 9|10, (cfr -dāy-) dandy, désæuvré, qui craint de se salir en travaillant. Umugóre w'indăya, jeune femme élégante."
kwîidāyagiza,-gije,,"se pavaner, ntarcher orguellleusement",v.,P66-C2,"kwîidāyagiza, -gije, (cfr -dāy-), se pavaner, ntarcher orguellleusement."
kwîdāyaguza,-guje,,"se parler à soimême mais assez haut pour être entendu par autrui, afin de se mettre en valeur",v.,P66-C2,"kwîdāyaguza, -guje, (cfr -dāy-), se parler à soimême mais assez haut pour être entendu par autrui, afin de se mettre en valeur."
kudâyadāyvya,-ye,,marcher gaiement,v.,P66-C2,"kudâyadāyvya, -ye, (cfr -dāy-), plastronner; marcher gaiement."
Ndayukúrume,-húrume,,,v.,P66-C2,"Ndayukúrume, v. -húrume."
kudáza,-dáje,,tenir fermement,v.,P66-C2,"kudáza, -dáje, (cfr -dár-), tenir fermement. Syn, kugumya."
de,,,"idéophone suggérant la blancheur, la perfection, la joie, abréviation de derere",n.,P66-C2,"de, (inv.), idéophone suggérant la blancheur, la perfection, la joie, abréviation de derere. Svo. pe. V. aussi nde. Wêwé agatima ní de, guant à lui, il a l'âme en paix. Impûzu yērá de, un habit parfaitement blanc. Umwâna wâcúó hakaboneka amâzi yērá dē, son petit se met à téter et on voit apparaître un suc tout blanc. DE"
idé,,5,petite quantité,n.,P67-C1,"idé, 5, źrès petite quantité, Bāmuhāye idé nk'iryo, on lui a donné gros comme ça. Umuhé idé n’îdé ?, pourquoi lui donnes-tu si peu?"
kudéba,-dévye,,"ne pas pouvoir employer normalement Porgane de la parole; bléser, avoir un défaut de langage.",v.,P67-C1,"kudéba, -dévye, ne pas pouvoir employer normalement Porgane de la parole; bléser, avoir un défaut de langage."
kudébadeba,-débadevye,,"avoir un défaut de prononciation, bléser. Syn. kudévagura.",v.,P67-C1,"kudébadeba, -débadevye, (cfr -déb-), avoir urn défaut de prononciation, bléser. Syn. kudévagura."
kudêbadëba,-dêbadëēvye,,marcher fièrement.,v.,P67-C1,"kudêbadëba, -dêbadëēvye, marcher fièrement."
kudêbëkanya,-nije,,mettre en commun ce dont on dispose,v.,P67-C1,"kudêbëkanya, -nije, répartir, mettre en commun ce dont on dispose. Syn, gusâbikanya,"
kudebera,-ye,,aller vers le bas; s'enliser,v.,P67-C1,"kudebera, -ye, (cfr -débe 5), aller vers le bas; s'enliser. Syn. kurókera, s'enfoncer dans Veau, couler. Syn. kwibira."
indebéri,,9|10,à cornes pendantes,n.,P67-C1,"indebéri, 910, (cfr -deber-), à cornes pendantes. Inká y'indebéri, une tête de bétail à cornes pendantes."
kudébeza,-je,,parler vite,v.,P67-C1,"kudébeza, -je, (cfr -déb-), parler vite, Adebeza nka sé, il parle comme son père., Par ext. être héréditaire., || Exagérer. Var. kudóboza."
kudébukirwa,-iwe,,"être harassé, exténué.",adj.,P67-C1,"kudébukirwa, -iwe, (cfr -déb-), être harassé, exténué. Var. kunebukirwa. Syn. kudêndebuka. Kudébukirwa mu gikėrwa, se relâcher, meftre moms ardeur au travail."
kudébuvra,-ye,,prendre un peu de liquide.,v.,P67-C1,"kudébuvra, -ye, (cfr -deber-), prendre un peu de liquide. Syn. kudáhura. || Etre atteint par une flèche. Yamudébuye, il Pa touché, il Pa blessé. || Etre ensorcelé, être atteint par un mauvais sort. Syn. kurábika."
idéburé,ama-,56,col d'une chemise.,n.,P67-C1,"idéburé, ama-, 56, (sw.), col d'une chemise."
indébuye,,910,sacoche.,n.,P67-C1,"indébuye, 910, (rég. Buragane), (cfr -déb-), sacoche. Syn. agasáho, indáha."
