WORD,diff_status,WORD_OLD,WORD_NEW,DESCRIPTION_OLD,DESCRIPTION_NEW,POS_OLD,POS_NEW,AFFIX_OLD,AFFIX_NEW,NOUN_CLASS_OLD,NOUN_CLASS_NEW
8784,CHANGED,,inkúrakbwa,,pluvier à caroncules : Afribyx senegallus LINNÉ; pluvier du Nil : Stephamybix:; . coronatus lugubris; Hemipara crassirostris.,,v.,,-kcěcbwa,,910
8785,CHANGED,,agakûramútima,,,,v.,,-tima,,
8786,CHANGED,,umukuranga,,bois d'arec.,,imi,,,,
8787,CHANGED,,inkúrànkwănke,,,,v.,,-ănke,,
8796,CHANGED,,ndamwikūre,,forme figée,,n.,,,,
8797,CHANGED,,umukuri,,nombril proéminent,,n.,,imi-,,3|4
8798,CHANGED,,igikuri,,nain,,n.,,ibi-,,718
8799,CHANGED,,inkuri,,toute petite calebasse,,n.,,kúr-,,9110
8812,CHANGED,,umukúrirá,,grandelet,,v.,,imi-,,
8813,CHANGED,,kwîkurira,,avancer en âge,,v.,,-ye,,
8814,CHANGED,,gukûrira,,enlever de,,v.,,-ye,,
8815,CHANGED,,kwîkuririza,,se gonfler,,v.,,-je,,
8836,CHANGED,,itôndamákûru,,narration,,narration,,"(-tônd- exposer en détail, -kûru 9 récit)",,5
8838,CHANGED,,isábukúru,,"(si indice, ce west pas, connectif celle de, -kûru 14 les grands), fête populaire, jour de fête, de liesse. 14, (cfr -kúru 14), grand âge, vieillesse.",,,,ama-,,9l6
8839,CHANGED,,bakúrúbe,,v. mukûruwé,,,,,,
8852,CHANGED,,umukururangwe,,"antérieur à moi, une génération avant moi",,adj.,,,,
8853,CHANGED,,gukurūta,,traîner sur le sol,,v.,,-se,,
8854,CHANGED,,kwîkurūta,,se torcher en se traînant par terre; faire sa toilette après avoir fait ses besoins,,v.,,-se,,
8855,CHANGED,,mukúruwé,,le frère aîné,,n.,,,,
8904,CHANGED,,ubukwa,,troupe d’hyènes.,,,,,,14
8905,CHANGED,,kwāa,,"connectif de cl. 17, chez.",,,,-inv,,
8906,CHANGED,,gukwá,,livrer les gages matrimoniaux,,gukwá,,-kôye,,
8907,CHANGED,,igikwàbari,,"peau brute, non tannée servant",,n,,,,788
8936,CHANGED,,inkwâno,,contre-valeur de mariage,,n.,,,,
8937,CHANGED,,umusásánkwăra,,,,v.,,,,
8938,CHANGED,,gukwârakwara,,faire vite,,v.,,-ye,,
8939,CHANGED,,inkwăre,,"perdrix, perdreau",,n.,,,,9|10
8960,CHANGED,,ubukwé,,"mariage, relations avec les parents de sa femme",,n.,,,,
8961,CHANGED,,datábukwé,,"le père de ma femme, mon beau-père",,n.,,,,
8962,CHANGED,,mābukwé,,je men irai chez ma belle-mère,,v.,,,,
8963,CHANGED,,inásbukwé,,sa belle-mère,,n.,,,,
8992,CHANGED,,urúûnkwekwé,,"en file. Syn. urufátane, urufatângane. Kugenda urŭûnkwekwé, marcher bras dessus, bras dessous. gukwékwèėza, -je, (cfr kwèkwe), pouffer de rire.",,,,,,
8994,CHANGED,,igikwěrere,,"célibataire, « celui pour qui on va donner les gages matrimoniaux » jeune homme ayant dépassé la période de croissance.",,nom,,,,1|2
8995,CHANGED,,ubukwěrere,,célibat,,n,,,,14
9008,CHANGED,,gukwîkira,,"mettre un manche, emmancher",,v.,,-ye,,
9009,CHANGED,,kwikwi,,onomatopée imitant le crissement d'un pas,,n.,,,,
9010,CHANGED,,akābukwikwi,,préf. bu-,,n.,,,,12
9011,CHANGED,,gukwîra,,"suffire. Remplir un espace, se propager, s'étendre. Convenir. mériter son salaire. Etre digne de. errer de hameau en hameau.",,v.,,-ye,,
9028,CHANGED,,gukwîrwa,,avoir en suffisance; recevoir une part égale.,,,,-we,,
9029,CHANGED,,gukwîza,,répandre; étendre; donner de létendue; propager.,,verb,,-je,,
9030,CHANGED,,kwîkwiza,,"s'habiller convenablement, se vêtir convenablement.",,verb,,-je,,
9031,CHANGED,,gukwîzanya,,diffuser.,,n,,,,
9048,CHANGED,,imágashi,,"cfr -mágashi 11, pipe. Syn. inyúngu. urumágashi, 11, (cfr -mágashi 9), grosse pipe. umumâjùsi, aba- (fr.), mage. Abamâjûsi bīhēreza inzira, les mages reprirent la route, malaya, v. -lâya. ikimaka, ibi-, tjs en C ou C, se dit uniquement des personnes de sexe féminin. Ikimaka cumugòre, une bréhaigne, une femme stérile. Umukbwa w'ikimaka, une fille mal édugquée. : imalayíka, 9ill0i, (sw.), (cfr -malayíka 1), angélus. umumalayíka, aba- 12, (sw), ange. Umumalayíka murinzi, ange gardien. Umumalayíka . mukúru, archange. 256",,n.,,,,9|10
9049,CHANGED,,ubulêngěti,,"blanket, couverture",,n.,,ama-,,
9050,CHANGED,,lēta,,"Etat, gouvernement",,n.,,,,9a
9051,CHANGED,,ilītíro,,litre. Sentilītíro. Desilīitíro. Dekalīitíro. Hegitolīitíro.,,n.,,ama-,,5l6
9056,CHANGED,,mamá,,,,n.,,,,
9057,CHANGED,,mwěne-mâmá,,,,n.,,,,
9058,CHANGED,,măma,,"interjection exprimant létonnement, admiration, ça alors! Măma we!, pas possible!, renversant! Măma jěwe!, comment? Formule d'imprécation réservée aux personnes de sexe masculin et qui évoquent, pour en écarter idée, des relations incestueuses, c'est la véritél, je le jure! avec une nuance d'indignation.",,interj.,,,,
9059,CHANGED,,akāmâmá,,injustice. Syn. akarênganyo. travailler pour le roi de Prusse. être victime de la partialité.,,n.,,,,
9076,CHANGED,,kumámya,,se hâter,,V,,-mije,,
9077,CHANGED,,kumana,,"être en haut, suspendu, perché.",,,,-nnye,,
9078,CHANGED,,ikimâna,,esprit nocif. || Néol. faux dieu.,,,,,,7
9116,CHANGED,,kumângūra,,"marteler, frapper pour rompre. Gifler.",,,,-ye,,9
9117,CHANGED,,kwîmangura,,"battre, frapper à coups répétés",,,,-ye,,9
9118,CHANGED,,kumângūza,,"se servir du maillet pour marteler, Frapper au moyen de. Kumângūza inkoni, donner la bastonnade.",,,,-je,,
9119,CHANGED,,kwîimanguza,,"rosser au moyen de, infliger la bastonnade.",,,,-je,,
9136,CHANGED,,indepgakamano,,supernaturel,,adj.,,,,910
9137,CHANGED,,imánu,,essence forestière non identifiée,,n.,,,,9|10
9138,CHANGED,,kumanuka,,descendre une pente,,v.,,-tse,,
9139,CHANGED,,umumanuko,,"descente, pente",,n.,,imi-,,34
9156,CHANGED,,imara,,la fin,,n.,,,,9|10
9157,CHANGED,,ubumara,,poison,,n.,,,,14
9158,CHANGED,,kumara,,"finir, terminer. | séjourner. Consommer. Détruire, exterminer, anéantir. satisfaire, être utile. faire le grand voyage, partir pour Pau-delà. se rasséréner.",,v.,,-ze,,
9159,CHANGED,,kwimara,,"finir pour soi, faire gach. à son avantage. se distraire. assouvir sa soif. s'occuper. calmer sa colère. se rasséréner.",,v.,,-ze,,
9224,CHANGED,,ikimazi,,"Utilité, valeur, importance",,n.,,,,
9225,CHANGED,,inyakimazi,,efficient,,n.,,,,9|10
9226,CHANGED,,imburakimazi,,paresseux,,adj.,,-búr-,,9|10
9227,CHANGED,,ingirakimazi,,utile,,n.,,,,
9256,CHANGED,,ikimēme,,gerçure au talon,,n.,,-me,,
9257,CHANGED,,akamêmé,,creux de lestomac,,n.,,,,12
9258,CHANGED,,kumémeca,,être croustillant,,v.,,-se,,
9259,CHANGED,,kumemeēra,,poudrer,,v.,,-reye,,
9260,CHANGED,,iména,,"début, commencement",,n.,,,,5
9261,CHANGED,,kuménagura,,"écraser, fracasser, mettre en pièces, mettre en miettes",,v.,,-ye,,
9262,CHANGED,,kuménagurika,,"éclater, se briser en",,v.,,-tse,,
9263,CHANGED,,kuménaguza,,"faire briser, briser à laide de",,v.,,-je,,
9272,CHANGED,,kuménera,,"jeter à terre, casser un objet appartenant à autrui.",,,,-ye,,
9273,CHANGED,,kuménēra,,"passer difficilement à travers les obstacles (brousse, forêt)",,,,-reye,,
9274,CHANGED,,kuménēsha,,"faire briser, briser à laide de.",,,,-sheje,,
9275,CHANGED,,umushírwàrímenetse,,"être convaincu, qui ne comprend qwaprès avoir été puni, qui a besoin dargumenis frappants, entêté.",,qui,,aba-,,1|2
9280,CHANGED,,umuméno,,terre en friche,,n.,,imi-,,344
9281,CHANGED,,kuménwa,,"être crevé, percé, cassé, défoncé. ritamenwá, une forêt vierge. Kitamenwá wâmâzi, imperméable à leau.",,n.,,-nywe,,
9282,CHANGED,,intámenwá,,"impénétrable, (forêt, barrière).",,adj.,,,,9|10
9283,CHANGED,,kumenya,,"connaître par expérience, savoir. Etre certain. Baramwûmva baramumenya, ils lentendirent et le reconnurent. Uramenya ntûvyá ngàha, sache que tu ne sortiras pas d'ici. Je sínōbimenya, moi, je wen sais rien. Bimenya abo bantu babiri nyéne barí murí vyó, seules les deux personnes en cause sont au courant. Amáze kumenya kuvúga, quand il sut parler. Baca bamenya kó umukbwa wâbo yahwêreye, ils surent aussitôt que leur fille était morte. || Avoir la notion. Kumenya ubwênge, avoir lâge de raison. || Kumenya amêzi imbarágasa isigáje ikavyâra, être un fieffé menteur, faire prendre des vessies pour des lanternes. Prov. 31, 215, 239, 262, 573, 748, 973, 993, 1085, 1233, 1280, 1500, 1557, 1587, 1656, 1930-1932, 2072, 2100.",,v.,,-nye,,
9288,CHANGED,,imenyēkana,,réputation,,n.,,,,
9289,CHANGED,,kumenyēkana,,être connu,,v.,,-nye,,
9290,CHANGED,,kumenyera,,applicatif de connaître,,v.,,-ye,,
9291,CHANGED,,kwîmenyēra,,"prendre de mauvaises habitudes, exagérer dans le mal. Syn. kwîmonogoza.",,,,-reye,,
9313,CHANGED,,ikiméra,,"plante, végétal.",,,,ibi-,,718
9314,CHANGED,,intámerá,,"terrain stérile, où rien ne pousse.",,,,-mer-,,9|10
9315,CHANGED,,kumeranira,,"avoir telles relations réciproques. Ingéne abantu bamerániye, le comportement des gens entre eux.",,,,-ye,,
9320,CHANGED,,kumerera,,pousser en tel endroit,,v.,,-ye,,
9321,CHANGED,,imimerėre,,"comportement, façon d'être envers qqn",,n.,,,,4
9322,CHANGED,,iměri,,"grand bateau, paquebot.",,,,,,
9323,CHANGED,,ikimero,,"façon être dun homme; taille, apparence extérieure.",,,,,,7
9337,CHANGED,,urumígimígi,,appréhension,,,,-míg--,,11
9338,CHANGED,,kumigura,,enlever un morceau.,,,,-ye,,
9339,CHANGED,,kumigurira,,raccourcir.,,,,-ye,,
9344,CHANGED,,kumīja,,éparpiller; asperger,,v.,,-,,
9345,CHANGED,,imījira,,aspersion,,n.,,,,5
9346,CHANGED,,urumijira,,"pluie fine, bruine",,n.,,,,11
9347,CHANGED,,kumiījīra,,répandre en aspergeant; saupoudrer; éparpiller,,v.,,-riye,,
9424,CHANGED,,kumodokana,,"automobile, voiture",,n.,,-nye,,9|10
9425,CHANGED,,kumógora,,devenir esclaye d'une passion.,,v.,,-ye,,
9426,CHANGED,,kumógoza,,"habituer à, dresser; faire prendre tel pli à qqn, faire contracter une habitude.",,v.,,-je,,
9427,CHANGED,,kumógozwa,,"avoir une habitude enracinée, invétérće; être ancré dans une habitude.",,v.,,-jwe,,
9464,CHANGED,,imòónyo,,"pierre à meule. Gusëēra imònyo, travailler pour le roi de Prusse.",,,,,,9
9465,CHANGED,,kumonyoka,,se déplumer.,,,,-tse,,
9467,CHANGED,,urumōsho,,rasoir,,,,,,1110
9472,CHANGED,,Ukumòóso,,région naturelle au sud-est du Burundi,,n.,,,,
9473,CHANGED,,kumósora,,parler le rundi comme les habitants du Moso,,v.,,-ye,,
9474,CHANGED,,kumōta,,"sentir bon, embaumer",,v.,,-se,,
9475,CHANGED,,ikimôta,,"effluve, arôme, parfum",,n.,,ibi-,,
9477,CHANGED,,urumpuzenge,,-huzenge,,,,V-huzenge,,
9478,CHANGED,,ikimpwiri,,v. -hwiri.,,,,,,
9479,CHANGED,,ikimúga,,"infirme; invalide; perclus; paralytique; impotent; estropié; boiteux; cul-de-jatte. Débile. || Objet cassé, fêlé, hors d'usage.",,,,ibi-,,"7(8, (cfr -múgar-)"
9496,CHANGED,,kumûngusūra,,"être charançonné, être piqué des vers",,n.,,-ye,,
9497,CHANGED,,urumuri,,"flambeau, torche, brandon",,n.,,imi-,,11
9498,CHANGED,,kumurika,,allumer une torche,,v.,,-tse,,
9499,CHANGED,,kwîmurika,,"se dévoiler, se découvrir, se faire connaître",,v.,,-tse,,
9516,CHANGED,,-mwé,,"un, une",,numéral,,,,
9517,CHANGED,,umwé,,"pronom numéral, lune, un homme, personne",,n.,,ba-,,
9518,CHANGED,,surwûmwee,,"lieux d'aisances, cabinets, toilettes",,n.,,,,
9519,CHANGED,,umwé,,un (remède),,n.,,imwé,,
9520,CHANGED,,"imwé, amamwé, 56, (cfr -mwé)",,"adj. substantivé ou pronom numéral, un (objet, en accord avec la cl.). Un (en numération abstraite). Imirongo yamamwé, des lignes de chiffres un; dizaines.",,adj. substantivé ou pronom numéral,,,,56
9521,CHANGED,,igisîzimwé,,"ogre, monstre, dragon, génie malfaisant.",,,,"ibi-, (-sîz- se ruer sur, -mwé)",,11
9522,CHANGED,,umuvândimwé,,"sortir de, ventre, un seul",,,,aba-,,1|2
9523,CHANGED,,rimwé,,une fois; dun seul coup.,,,,,,5
9576,CHANGED,,-na-,,"marque permettant d'exprimer une insistance, un renforcement; peu usité.",,marque,,-na-,,
9577,CHANGED,,urùna,,petite perle,,,,,,11|10
9578,CHANGED,,ubūuna,,perle,,,,ama-,,146
9579,CHANGED,,umwăna,,attachement exagéré.,,,,imy-,,
9620,CHANGED,,nāká,,une telle,,adj.,,,,
9621,CHANGED,,sênāká,,le maître de la maison,,n.,,,,
9622,CHANGED,,kunāka,,jeter,,v.,,-tse,,
9623,CHANGED,,kwînāka,,choir,,v.,,-tse,,
9644,CHANGED,,umunâmbé,,maigre,,adj.,,imi-,,3lj4
9645,CHANGED,,inâmbé,,maigre,,adj.,,,,5
9646,CHANGED,,ubunâmbé,,amaigrissement temporaire,,n.,,,,14
9647,CHANGED,,inămbi,,tomber raide mort,,v.,,,,5
9661,CHANGED,,Inámukózi,,,,v.,,-kózi,,
9662,CHANGED,,inamunuma,,,,v.,,-numa,,
9663,CHANGED,,kunâmūra,,"lever la séance; quitter assemblée, le conseil. finir par admettre, se décider, aller de Yavant. Exposer clairement ses idées, parler clair.",,v.,,-ye,,
9688,CHANGED,,kunângama,,"se percher. Etre attaché en lair, être suspendu.",,v.,,-mye,,
9689,CHANGED,,kwînangamira,,se prélasser. Regarder en lair.,,v.,,-ye,,
9690,CHANGED,,kwînangamūra,,"se lever, quitter un siège où lon se prélassait. Tomber de haut.",,v.,,-ye,,
9691,CHANGED,,amanăngara,,en pente. Syn. amaregérege.,,n.,,,,6
9700,CHANGED,,umunangīro,,gonflement,,n.,,,,
9701,CHANGED,,nangwá,,résistant,,adj.,,,,
9702,CHANGED,,urunàni,,juxtaposition,,adj.,,,,11
9703,CHANGED,,umunăni,,huit,,num.,,,,3
9724,CHANGED,,inănka,,les racines de cette plante,,n.,,,,
9725,CHANGED,,inănka,,claquement de la langue,,n.,,,,
9726,CHANGED,,nankana,,,,n.,,nank-,,
9727,CHANGED,,kunânkura,,"faire un léger repas (surtout le soir), prendre une collation",,v.,,-ye,,
9728,CHANGED,,kunântagira,,peu usité,,v.,,-ye,,
9729,CHANGED,,nàntâryó,,toujours,,adv.,,,,
9730,CHANGED,,umunaāanu,,"maigre, atteint de dépérissement",,adj.,,imi-,,
9731,CHANGED,,kunanuka,,"souffrir de la jaim, être affamé",,v.,,-tse,,
9732,CHANGED,,umunánuké,,un affamé,,,,aba-,,"1(2, (cfr -nanuk-))"
9734,CHANGED,,munâri,,"sans augment, sans compl., en loc. gutôra munâri, m'avoir ni feu ni lieu. Syn. gutôra ubùtsa.",,,,,,
9735,CHANGED,,Innárīkíza,,-rīkíza,,,,v-rīkíza,,
9752,CHANGED,,kandamugorôbeze,,gorôbeze,,,,-gorôbeze,,
9753,CHANGED,,nde,,"idéophone exprimant Var. de. Isúka nde, une houe en bon métal. Inkóno nde, une cruche solide. Urugămba nde, une bataille terrible (le fracas des armes). Ikirndi nde, un langage clair, une langue parfaite.",,,,,,
9755,CHANGED,,abăndihó,,,,,,,,
9760,CHANGED,,-né,,quatre.,,,,-né,,
9761,CHANGED,,buné,,en loc. figée,,adj.,,,,
9762,CHANGED,,băne,,particule exclamative,,interj.,,,,
9763,CHANGED,,kunêbagura,,critiquer,,v.,,-ye,,
9800,CHANGED,,kunégura,,"relever toutes les lacunes, blâmer, critiquer. Médire, Se moquer. Ridiculiser.",,V,,-ye,,
9802,CHANGED,,kwînēhura,,"lambiner, se dandiner.",,,,-ye,,
9803,CHANGED,,kuneka,,être mûr,,,,-tse,,
9816,CHANGED,,Manēnágu,,"délicat, difficile sur le chapitre de la nourriture.",,,,,,
9818,CHANGED,,kunénereza,,"négliger, traiter sans soin.",,,,-je,,
9819,CHANGED,,kunênēsha,,"faire exclure dun groupe, faire s'abstenir, Faire en sorte guon traite qqn en paria.",,,,-sheje,,
9864,CHANGED,,ngăha,,ici,,,,,,
9865,CHANGED,,nyenéngăha,,"la, le maître de céans.",,n,,,,
9866,CHANGED,,ikinyábungâhé,,"une chose, un. objet qui en a combien.",,,,ibi-,,
9867,CHANGED,,kungana,,"être égal, pareil.",,être égal,,-nye,,
9876,CHANGED,,akangeza,,,,V,,-geza,,
9877,CHANGED,,ngo,,"Introduit les onomatopées. Sert à introduire le discours indirect après les verbes signifiant dire, estimer, penser, croire, etc. Introduit une citation approximative. En locution après -girou -gír- signifie, penser que, croire que, faire mine de. Estime que vous vous rencontrerez en cours de route.",,Grammatical function related to indirect speech and quotation,,,,
9878,CHANGED,,ngo,,"forme irrégulière de l'impératif du verbe - za, venir",,Verb,,-za,,
9879,CHANGED,,amango,,"moment, instant; temps.",,noun,,,,6
9880,CHANGED,,akangonongono,,doute,,n.,,,,12N
9881,CHANGED,,umungwălu,,barre à mine,,n.,,imi-,,3|4
9882,CHANGED,,ngwe,,détour,,n.,,,,
9883,CHANGED,,ngwinó,,viens ici,,v.,,,,
9936,CHANGED,,kunimbara,,être lourd,,adj.,,-ye,,
9937,CHANGED,,inimbāzi,,"renversant; solide; effilé, très tranchant",,adj.,,,,9|10
9938,CHANGED,,Abanimbiri,,mauvaise famille hima,,n.,,,,2
9939,CHANGED,,umunîmbo,,"petite calebasse, gourde à col évasé",,n.,,imi-,,34
9960,CHANGED,,-níni,,grand,,adj.,,,,
9961,CHANGED,,ikiníni,,plante,,n.,,ibi-,,78
9962,CHANGED,,ikiníni,,quinine,,n.,,ibi-,,718
9963,CHANGED,,runíni,,"être distant, compassé, dédaigneux",,n.,,níniriza,,1fla
10008,CHANGED,,umuno,,une banane du régime,,n.,,imi-,,34
10009,CHANGED,,ino,,doigt de pied,,n.,,amas,,5j6
10010,CHANGED,,umucâmano,,espèce de lézard : Mabuya megalura,,n.,,imi,,
10011,CHANGED,,hino,,"par ici, de ce côté-ci, en deçà",,adv.,,,,
10076,CHANGED,,umunôndé,,espèce de liane forestière non identifiée.,,"particule temporelle, maintenant; aujourdď'hui.",,imi-,,34
10078,CHANGED,,kunónera,,boiter,,,,-ye,,
10079,CHANGED,,kunonga,,"s'étioler, languir, être rabougri (piant). Syn. gukōta. || Par ext. Etre rachitigue. Maigrir. Ant. kuvyìbuha.",,,,-nze,,
10124,CHANGED,,kwînovōrera,,"avoir leau à la bouche, se délecter d'avance.",,v.,,-ye,,
10125,CHANGED,,inóòvu,,"saveur, succulence.",,n.,,,,9|10
10126,CHANGED,,kunóza,,moudre fin.,,v.,,-geje,,
10127,CHANGED,,nzōmunoza,,bruine persistante.,,n.,,,,
10144,CHANGED,,ntirugumá,,v. -gumá.,,,,,,
10145,CHANGED,,ntiruhunwá,,-hunwá,,,,v-hunwá,,
10147,CHANGED,,ihwanyabantu,,nationalité,,n,,"(-hwany- réunir, -ntu 2 hommes, gens)",,5
10168,CHANGED,,umurunturuntu,,plante non identifiée. Vulnéraire.,,,,imi-,,3RUJ4RU
10169,CHANGED,,urunturuntu,,odeur humaine,,n,,,,11
10170,CHANGED,,ntūzé,,Une femme ne prononcera jamais le nom de son mari; elle lui dira par respect quand elle lui adresse la parole.,,,,,,
10171,CHANGED,,nu,,particule exclamative,,particule,,,,
10184,CHANGED,,kunūka,,"répandre une odeur; sentir mauvais, puer",,v.,,-tse,,
10185,CHANGED,,urunûka,,,,n.,,,,11
10186,CHANGED,,umunuūkanyi,,,,n.,,imi-,,34
10187,CHANGED,,kunūkira,,"empester, sentir mauvais",,v.,,-ye,,
10240,CHANGED,,kunúsa,,"écourter, raccourcir, rogner",,v.,,-shije,,
10241,CHANGED,,kunúsagura,,couper en petits morceaux,,v.,,-ye,,
10242,CHANGED,,inúsu,,"moitié, demi; partie, morceau",,n.,,,,910
10243,CHANGED,,akanúsuhera,,,,v.,,-hera,,
10252,CHANGED,,umunwa,,bec de libis,,n.,,imi-,,314
10253,CHANGED,,igipfukamunwa,,pot-de-vin,,n.,,ibi-,,3
10254,CHANGED,,agataburamunwa,,bouche,,n.,,tabur-,,12
10255,CHANGED,,imvugīishamunwa,,lèvre,,n.,,vúgīish-,,910
10289,CHANGED,,akanyábwïyozi,,v. -ozī.,,,,-ozī,,
10290,CHANGED,,akanyábwizá,,v. -zá,,,,-zá,,
10291,CHANGED,,umunyábwoba,,v. -oba.,,,,-oba,,
10324,CHANGED,,kunyâgira,,"mouiller (pluie), tremper",,v.,,-ye,,
10325,CHANGED,,kunyagirwa,,"être spolié, être victime Rune saisie",,v.,,-we,,
10326,CHANGED,,kunyâgirwa,,être mouillé par la pluie,,v.,,-we,,
10327,CHANGED,,Abanyágisáka,,,,v.,,-sâka,,
10328,CHANGED,,kunyagīsha,,faire piller; envoyer spolier; provoquer une saisie; être cause dune spoliation (dénonciateur),,,,-shije,,
10330,CHANGED,,umunyáhuro,,-huro,,v.,,-huro,,
10331,CHANGED,,inyâka,,taupe,,,,,,9|10
10356,CHANGED,,inyama,,"viande, chair",,n.,,,,9|10
10357,CHANGED,,igisábanyama,,insecte non déterminé,,n.,,,,7|8
10358,CHANGED,,akanyama,,morceau de viande,,n.,,utu-,,12|13
10359,CHANGED,,amanyáma,,orgueil; désobéissance; insolence,,n.,,,,6
10392,CHANGED,,inyambo,,bétail royal,,n.,,,,9|10
10393,CHANGED,,nyamwikēka,,,,v.,,-kēka,,
10394,CHANGED,,umunyámwikomo,,,,v.,,-komo,,
10395,CHANGED,,nyamwěcndo,,,,v.,,-óndo,,
10396,CHANGED,,ikinyámwonga,,onga,,n.,,,,
10397,CHANGED,,nyamyoma,,oma,,n.,,-oma,,
10398,CHANGED,,akanyámworo,,Oro,,v.,,-Oro,,
10399,CHANGED,,inyána,,"à rapprocher de -âna 7?), veau, vêle",,n.,,,,9|10
10408,CHANGED,,inyani,,"(rég. Mbo), Amaranthus sp. Sya. imbwïja.",,,,,,910
10409,CHANGED,,kunyânkabirana,,se flétrir (plantes),,n,,-nye,,
10411,CHANGED,,umunyâsóni,,V.,,,,-Sóni,,
10456,CHANGED,,nyené-,,servent à former des complexes substantivaux.,,v.,,-,,
10457,CHANGED,,umunyenga,,"plaisir profond, ravissement.",,n.,,imi-,,
10458,CHANGED,,inyenga,,"trou très profond, abîme, gouffre, précipice.",,n.,,,,9|10
10459,CHANGED,,inyenga,,araignée venimeuse; tarentule.,,n.,,ama-,,9j6
10460,CHANGED,,isabányenga,,gouffre qui réclame sa proie,,n.,,",-sab-",,
10461,CHANGED,,igisúmanyênga,,,,n.,,,,
10462,CHANGED,,inyěngetēre,,qui pénètre profondément.,,,,,,9
10463,CHANGED,,kunyêngetērwa,,"être pénétré, être sous l'emprise de.",,être,,-rewe,,
10480,CHANGED,,kunyeregeta,,"être doux au toucher (soie), être glissant.",,adj.,,-se,,
10481,CHANGED,,umunyereza,,plante médicinale non identifiée.,,n.,,imi-,,3|4
10482,CHANGED,,kunyereza,,"faire glisser, faire tomber. Rendre glissant.",,v.,,-je,,
10483,CHANGED,,kwînyereza,,se laisser glisser; se glisser; patiner.,,v.,,-je,,
10524,CHANGED,,inyìmvyi,,-ìmvyi.,,,,v-,,
10526,CHANGED,,nyina,,"vache ayant un veau, la mère d'un veau.",,n,,,,9|10
10527,CHANGED,,bānyína,,"interjection de dénégation : ah! ça non, du tout!",,interjection,,,,
10536,CHANGED,,kunyingisha,,"faire des mottes (de beurre, de pâte, de terre, etc.). Syn. kubûmbabumba. Kunyingisha umusurúru, préparer la panade.",,,,-she,,
10537,CHANGED,,kunyîngishira,,"masser rapidement, frotter vivement un endroit douloureux.",,,,-ye,,
10539,CHANGED,,kunyinyīra,,"être de goût désagréable, avoir mauvais goût.",,,,-riye,,
10568,CHANGED,,nyogókuru,,kuru,,v.,,,,
10569,CHANGED,,nyogókuruza,,,,n.,,,,
10570,CHANGED,,ikinyógomba,,accablé; vagabond,,n.,,ibi-,,7|8
10571,CHANGED,,kunyógomba,,ramper (serpent); se traîner,,v.,,-vye,,
10576,CHANGED,,kunyohana,,pousser en hauteur parce que trop serrées (plantes),,v.,,-nye,,
10577,CHANGED,,kunyóhoka,,"être long et maigre, efflangué",,v.,,-tse,,
10578,CHANGED,,nyoko,,ta mère,,n.,,,,
10579,CHANGED,,mwěne-nyoko,,"rejeton, descendant",,n.,,,,
10584,CHANGED,,nykúruza,,,,n.,,,,
10585,CHANGED,,nyokwănyu,,,,n.,,,,
10586,CHANGED,,ikinyòma,,"mensonge, tromperie, fausseté, supercherie, imposture; erreur: illusion, mythe",,n.,,ibi-,,
10587,CHANGED,,umunyákíinyóma,,"menteur, Syn. umubêshi. (-kîmbagir- vanter, -nyóma 7 mensonge), menteur, hâbleur, blagueur",,n.,,,,
